id1,id2
2223694,1354187
12666231,12579509
11617515,10216465
12353429,8658990
6145193,562172
6499776,11226809
7246443,894903
6829519,9241139
6968423,13838324
6968423,13394580
13838324,13394580
6785210,13559230
2658622,11493536
13483674,7447002
5967213,470887
6907181,3229220
13659423,9022297
10836165,8809482
10267222,10170736
13521956,12724985
13521956,13347990
12724985,13347990
14048147,3811129
13536100,3232470
13536100,12508429
3232470,12508429
9842572,13219341
423624,647385
399847,9257305
7779346,6490887
10520838,947456
6857538,1856884
6857538,1049292
1856884,1049292
3904931,3904925
3904931,3904927
3904925,3904927
1413864,1373162
11894822,10944526
10067806,9637253
12285532,8498282
357462,12753918
652904,6115154
652904,6084407
6115154,6084407
1007921,8411257
8528109,8505853
8528109,8422352
8528109,7708994
8505853,8422352
8505853,7708994
8422352,7708994
12926553,3623533
12926553,2420048
3623533,2420048
10301138,144120
8267676,6341534
189630,12891225
3570119,4168278
468951,11815601
468951,674107
11815601,674107
3839559,11420615
13617535,3284863
11670317,3927542
11670317,3096327
11670317,4112454
3927542,3096327
3927542,4112454
3096327,4112454
11401604,1951967
1834738,8420758
9013904,6716760
1102141,976825
1102141,11598617
976825,11598617
6895294,12042583
6749252,6724085
6749252,5894293
6724085,5894293
10973484,3685292
10973484,10401729
10973484,10988860
3685292,10401729
3685292,10988860
10401729,10988860
14116486,12331902
6838025,2135460
3832310,10160302
3832310,4083399
10160302,4083399
7955799,8173653
7955799,8332953
8173653,8332953
13715811,4002292
7082495,8428365
9362652,13205206
694266,674067
4088659,6587255
4088659,11707590
6587255,11707590
3545118,806845
2693890,5842843
8897674,3816088
7493773,3944062
9490548,12638109
1632272,7643576
1482711,7017327
7224106,7192475
7224106,7219592
7192475,7219592
10580517,6964685
10580517,6955234
6964685,6955234
11691467,2173848
3186622,221164
10310297,6996257
1143397,6616462
960098,11320698
13500590,12763207
10119191,165699
13263109,11082022
13263109,3234730
11082022,3234730
218724,9869907
917661,7236276
917661,844436
7236276,844436
11251328,11863731
2596409,2311619
2596409,2370727
2311619,2370727
1226103,1287082
1226103,904904
1287082,904904
7061919,7089763
8003163,10735451
8003163,8735916
10735451,8735916
1211683,1481793
7506421,8783573
12648899,12787153
12648899,6738935
12787153,6738935
10141184,1891957
10141184,2071523
1891957,2071523
13047523,9890670
6302144,621714
8276363,8056798
8673849,9840383
8673849,6308303
8673849,6350740
9840383,6308303
9840383,6350740
6308303,6350740
7167253,804571
13775392,13045031
13775392,12341265
13045031,12341265
6108259,7247119
6108259,768243
6108259,11821688
7247119,768243
7247119,11821688
768243,11821688
6750507,12289534
7158763,774196
9123314,377032
9123314,9173654
377032,9173654
599191,6064224
7411000,11225167
7411000,11578218
11225167,11578218
1352208,2226833
1352208,3666021
2226833,3666021
9304250,12403445
9304250,10592234
12403445,10592234
13726843,3047054
13726843,3048448
3047054,3048448
9537572,10518490
10859729,596905
854247,7265664
854247,7265665
854247,925784
7265664,7265665
7265664,925784
7265665,925784
3192853,3504776
883607,8726939
4006827,4179185
4006827,4169659
4006827,2977076
4006827,2968550
4179185,4169659
4179185,2977076
4179185,2968550
4169659,2977076
4169659,2968550
2977076,2968550
10842778,8874684
2556472,2611468
13159913,13599304
6532662,610042
6532662,3046792
610042,3046792
13237889,141249
2195861,10024725
722966,811879
6349068,1189644
3154210,14047036
3154210,6990128
14047036,6990128
3322215,12652957
3322215,9654266
12652957,9654266
12090650,6327030
1713650,9899944
12339219,3248097
12339219,9870073
12339219,3297138
3248097,9870073
3248097,3297138
9870073,3297138
9706797,9705395
9706797,91147
9705395,91147
2868443,3034312
12282234,3547725
6199157,6200427
3212154,7397417
3212154,13543288
3212154,3373161
3212154,9841834
7397417,13543288
7397417,3373161
7397417,9841834
13543288,3373161
13543288,9841834
3373161,9841834
6434989,6439790
6434989,6439783
6439790,6439783
6976589,6957402
8029325,515584
9150719,9269275
9150719,9089075
9269275,9089075
10339747,12621018
10339747,13138863
12621018,13138863
2666562,2038708
10969654,10996010
12712246,3620089
9633412,1123843
6861323,5901043
9730514,8257382
9730514,9635821
8257382,9635821
578029,6141305
3302331,8060343
5877773,10048113
5877773,12713315
10048113,12713315
11310960,11203713
12631997,695094
12631997,3348953
695094,3348953
6850087,8809524
1374802,10569992
1856627,1866055
1225315,13724615
1731845,12797233
7227995,12086031
9784069,12657535
1489387,7051743
7046491,7036693
7046491,4012198
7036693,4012198
6651383,10375468
10305124,1424015
3277253,13148244
9934133,9654711
9934133,9863980
9654711,9863980
1538178,8097716
7634039,11618869
10570538,13359913
7889414,8574597
7889414,8043090
8574597,8043090
12529786,2399512
1109660,7400091
11886165,9378608
2376763,10952178
12930826,12503444
12930826,9331610
12930826,7768628
12503444,9331610
12503444,7768628
9331610,7768628
12551248,474376
12551248,5937743
474376,5937743
8403701,2569235
8403701,2688158
2569235,2688158
8540149,8324114
8540149,2995613
8324114,2995613
10419635,10544873
3888599,11059765
3258009,12923272
7221037,2616567
13142403,12369254
13142403,2248566
12369254,2248566
7960451,4004389
3245020,12766404
2272126,10341258
9947083,3679288
13170868,3201382
13170868,9421884
13170868,10519015
13170868,9371985
13170868,10583505
3201382,9421884
3201382,10519015
3201382,9371985
3201382,10583505
9421884,10519015
9421884,9371985
9421884,10583505
10519015,9371985
10519015,10583505
9371985,10583505
9376723,13050242
1181113,11602873
1059265,6067988
6546429,4016699
9217500,13850689
12554909,3398730
13911374,13852394
7395057,7948079
7395057,8318834
7948079,8318834
3367972,3720925
3367972,9935994
3720925,9935994
10513000,10038424
9637282,2728073
12397053,8915595
10454379,9797957
10454379,1145368
9797957,1145368
10586713,12387223
9914723,9842898
11329892,1149126
12538295,3872103
13073008,6990096
3571262,9631495
6140615,581757
2017152,11849315
6651805,6572046
284881,1216559
13348130,6622925
9603118,2164783
6152787,11843145
12706873,8466825
6142517,693440
6142517,747919
6142517,741401
693440,747919
693440,741401
747919,741401
6097593,3708943
13272815,9107370
6409630,10258183
1088837,7854672
8748023,6791258
8748023,378722
8748023,8833994
6791258,378722
6791258,8833994
378722,8833994
6417309,11343524
3164207,9604647
8436438,868586
2341590,6228519
8791647,2326773
8039799,7076288
6579338,3974558
8331911,12826035
7038325,600539
7038325,7096727
600539,7096727
2451363,10339265
2451363,13153396
10339265,13153396
3034402,3839713
7141661,5862519
2360647,2735481
2061673,11910115
2061673,9147373
11910115,9147373
1703764,13120103
498422,718580
13062600,9356688
416666,7254796
13149514,6784826
13149514,13390625
6784826,13390625
6588335,7247795
9219468,13464062
3572131,8509208
454816,6086089
12523623,1078873
6420267,11995146
6420267,7701334
6420267,8380828
11995146,7701334
11995146,8380828
7701334,8380828
8365798,4134388
12654720,8660627
10397053,10122045
9290882,2804447
3269414,12495117
12366377,3673035
9923414,95705
1802521,1275901
12648656,10830540
13392372,13234932
13392372,13019678
13234932,13019678
11387235,8604325
13816750,8689897
10058517,11172455
12045766,6490755
8885825,2420675
3555513,12822491
14006269,3041886
7200336,944780
7342937,13855498
6291505,6285447
2987559,2820384
9699074,3241543
1742965,9932594
1742965,9667486
9932594,9667486
14143736,6518580
9522965,13972590
9522965,13969232
13972590,13969232
3982524,8281036
3982524,8101015
3982524,3826613
8281036,8101015
8281036,3826613
8101015,3826613
8387590,9214903
6990505,10452101
6967972,2255092
7314856,13785890
1970758,11455241
7455438,7978354
7455438,820143
7978354,820143
2726218,8828639
2726218,1052842
8828639,1052842
10689420,319798
2681135,2397360
2681135,2455508
2681135,11923138
2397360,2455508
2397360,11923138
2455508,11923138
2983932,11251091
10229970,3145550
10229970,10176488
3145550,10176488
3282338,38803
3282338,13036250
38803,13036250
4004859,11396866
7053385,8556844
7053385,7777643
8556844,7777643
11579391,11648170
11579391,1164736
11579391,11628018
11648170,1164736
11648170,11628018
1164736,11628018
6614729,11468211
6614729,13908026
11468211,13908026
186655,11136648
1989828,2006687
3274667,12515996
10990729,2079671
11982329,7996473
10363523,10062003
429997,436424
2931354,3714591
14143959,2876302
14182849,3915480
1695673,9702482
2135625,9520924
3344078,2476129
12713493,6721001
10166995,9094433
10166995,9357449
9094433,9357449
9001440,10088670
10986908,2393804
6859643,2279134
6859643,6851806
2279134,6851806
13189749,163405
7533716,1149824
12392022,6860571
136854,9268181
9355262,10177452
1829676,1491167
9153796,337666
5875538,6718122
2732239,6249219
12740573,6791173
10656972,2994004
3841118,4168043
1049091,6331515
1049091,3381791
1049091,1387715
1049091,6836052
1049091,9746723
6331515,3381791
6331515,1387715
6331515,6836052
6331515,9746723
3381791,1387715
3381791,6836052
3381791,9746723
1387715,6836052
1387715,9746723
6836052,9746723
12282793,13076031
2598582,3336315
2598582,12299918
2598582,2717425
3336315,12299918
3336315,2717425
12299918,2717425
12657117,13237333
5842,118672
3944597,3102272
3944597,1760680
3102272,1760680
11808324,1238480
6491272,6362636
876519,7281351
11915880,7753781
9160181,3352781
9160181,12754893
9160181,6618836
3352781,12754893
3352781,6618836
12754893,6618836
1160366,11290603
11809818,5949123
6323183,8702244
12626512,10413165
6998474,7970268
6828505,10572292
6828505,12525218
10572292,12525218
6741346,6731787
13692469,189443
6757020,13086993
8662330,1527029
580434,6065862
580434,8428284
6065862,8428284
9422717,9525341
13723251,11771931
357735,8777941
10325470,2816214
3384726,13792242
325299,9199444
9794703,3446935
164996,1441904
8422318,6429909
10142699,1293262
12799225,405269
7759516,3567591
281212,6581983
6298831,3834887
65659,9778300
13224567,8666657
6242028,2391384
6242028,2359477
6242028,10539537
2391384,2359477
2391384,10539537
2359477,10539537
10289591,10538854
8230282,1088908
8230282,7998017
1088908,7998017
13896872,9732512
3266763,8664451
9934314,731793
9560155,8952594
9267608,363535
13999872,6500612
13999872,10674964
6500612,10674964
1906313,1853758
8667078,71664
12518653,6831728
6236812,6264155
6236812,2728393
6264155,2728393
813489,6131443
10523356,10072682
9295644,13478094
9180801,6280732
9180801,3696652
6280732,3696652
6502428,13264424
6502428,11762414
13264424,11762414
12741927,9473624
11469328,5901732
966251,1183603
966251,8410930
1183603,8410930
2751680,9128712
12964688,2751524
12964688,9976751
2751524,9976751
6142643,11850014
2413236,6874906
2413236,3714397
2413236,10973225
2413236,2717205
6874906,3714397
6874906,10973225
6874906,2717205
3714397,10973225
3714397,2717205
10973225,2717205
10492433,10346120
12913193,3699742
9079146,8573932
8810660,8801905
10764730,13214813
10764730,2942923
13214813,2942923
2048983,2041675
2048983,2103411
2041675,2103411
12037802,7635056
13803581,3144446
3700439,13157191
6823005,12497968
13899165,12325433
13547328,3547411
9794708,9633968
13137646,3208560
7207780,10063200
7207780,10037021
10063200,10037021
6833506,13530145
8897014,3773708
2044876,2165550
339353,254660
1817173,11231071
10559431,10043088
8786835,5961743
8786835,8578715
5961743,8578715
2699063,8775325
2699063,10318016
2699063,2552578
2699063,10988519
8775325,10318016
8775325,2552578
8775325,10988519
10318016,2552578
10318016,10988519
2552578,10988519
13105132,12787296
3974984,13119801
3339218,13275960
3724860,3322736
3724860,9360463
3724860,8538948
3724860,9198356
3322736,9360463
3322736,8538948
3322736,9198356
9360463,8538948
9360463,9198356
8538948,9198356
2089120,11885231
9333421,6083782
13884766,13033178
9593096,1367530
9593096,2244246
1367530,2244246
7294400,12876275
10210601,9314561
10210601,6617209
9314561,6617209
11764094,12378715
10466305,14073902
11051199,4007904
8002474,12832039
6411887,13714669
7221920,10596473
926957,693668
1290223,453450
6219197,1878579
121124,92419
7938158,12092700
2316180,12540654
2439331,2406626
2439331,3288588
2406626,3288588
6390110,7054397
2958759,11213578
2696293,2018817
12222741,12549728
3347658,3327455
3347658,9678251
3327455,9678251
7471087,11274137
3724152,2049614
3724152,2070845
2049614,2070845
997075,12155018
13936101,13872302
13936101,13865185
13872302,13865185
8372238,10986316
8372238,8071539
10986316,8071539
13152514,1018401
13152514,1055104
13152514,69174
1018401,1055104
1018401,69174
1055104,69174
3987922,7507502
13906554,13544578
12699645,13241822
12699645,12398528
13241822,12398528
12945817,3292452
13926628,13615347
11973793,8226584
12955490,13688950
9381826,12500071
12173453,8406663
305179,9087574
579992,3051717
1541782,7068752
7983419,8017628
7983419,7868258
8017628,7868258
4185621,8625021
178764,146828
12607819,5909324
6496510,6412687
6496510,6394984
6412687,6394984
1052953,9010303
7483633,10144084
709154,7175024
13909658,2609271
13909658,2465880
2609271,2465880
9265188,9338746
9265188,9288678
9338746,9288678
279261,9276871
10799261,8755389
12811452,9332209
12811452,13178876
9332209,13178876
13527009,937734
13527009,8671292
937734,8671292
2925872,11240532
2197374,10238998
2746371,10095009
1650708,12125515
1650708,7389702
12125515,7389702
5959642,7168872
8572067,7115139
8427221,714868
8427221,8254303
714868,8254303
6917175,9800651
6917175,13281520
6917175,13327924
6917175,12535760
6917175,12833426
9800651,13281520
9800651,13327924
9800651,12535760
9800651,12833426
13281520,13327924
13281520,12535760
13281520,12833426
13327924,12535760
13327924,12833426
12535760,12833426
8462359,6375850
12113057,12023160
12113057,7034622
12113057,11947607
12023160,7034622
12023160,11947607
7034622,11947607
3754466,8979089
6904784,7664617
6133312,472343
6133312,618672
472343,618672
3340423,13269824
2807339,13266456
11319229,9463876
10164508,11379156
8219484,6465133
6044122,6155402
3734715,12857539
13040675,10298979
3202533,3691852
9086696,6746329
9364949,3688228
9263924,248005
8793036,9358029
8793036,10316451
9358029,10316451
6031689,649704
12714311,3490521
2658648,10988244
10316096,10521484
1325106,9310982
1325106,1408660
1325106,9591413
9310982,1408660
9310982,9591413
1408660,9591413
3427462,9912063
3790450,8976290
3598127,1747105
3704554,3565020
9545049,6645830
9545049,9341273
6645830,9341273
12486402,5895614
12486402,10385361
5895614,10385361
984940,11958009
7183893,808475
3025850,10687825
3246262,11928373
7882319,8341840
7581883,8664190
2697558,6272000
2697558,5843315
6272000,5843315
4005019,8358669
13239780,11999226
13239780,10566505
11999226,10566505
13932546,11892693
7947218,11942458
3729232,13557811
3729232,9263821
13557811,9263821
13162570,3889585
2034926,2089902
1388755,3784417
7938209,812540
11401864,11408146
8018574,7748678
8018574,9755410
7748678,9755410
13080717,11236214
263098,1101512
8602289,8177553
12746166,6785823
3173259,9774519
1821409,1792642
1821409,1634523
1792642,1634523
13532897,6215425
2386116,6221787
5944058,991896
5944058,1386048
991896,1386048
13244365,3299871
1737437,13371129
12488550,8905878
7354792,1013014
9616945,8027700
9616945,9571868
8027700,9571868
6111813,478911
767160,6023633
3185809,3142978
3185809,3126607
3185809,3603018
3142978,3126607
3142978,3603018
3126607,3603018
12757618,9045937
2006015,2024950
2006015,336860
2024950,336860
3109764,9378017
11880272,9320132
3983789,3240735
3983789,13887308
3983789,8530034
3240735,13887308
3240735,8530034
13887308,8530034
7894737,1090096
1747549,9845425
683957,6173481
13350983,1758683
2457398,6227905
8914809,10518560
7958389,12099163
13176106,1710460
7996849,12239996
12512581,6782209
7003940,2662895
7003940,13743961
2662895,13743961
4169977,4046884
11619134,12019614
2173303,12717890
2173303,1375057
12717890,1375057
13260447,293357
14047033,9397961
4009002,2878768
4009002,471912
2878768,471912
11260767,11203796
1208439,731340
253960,2567083
8930105,8978069
8930105,8909292
8978069,8909292
3770180,8979034
946515,7494278
946515,8492777
7494278,8492777
9666566,812211
9666566,806063
812211,806063
7843976,8285055
7843976,12031080
8285055,12031080
13871502,13872009
12955683,11092337
12955683,9472410
11092337,9472410
13015274,6751086
9218448,6822721
478316,5997216
3680399,1777494
2536486,10303853
2536486,9364427
2536486,2628079
10303853,9364427
10303853,2628079
9364427,2628079
12398409,12339358
12398409,3571794
12398409,3287579
12398409,9240046
12339358,3571794
12339358,3287579
12339358,9240046
3571794,3287579
3571794,9240046
3287579,9240046
11308728,8239809
3950329,12646038
3950329,9774530
12646038,9774530
12910341,2662061
7186968,7184994
3284702,7123957
10989248,2633346
1492859,8289468
2835762,66652
965008,3257346
13699895,13564034
142052,10565512
556163,6025040
293086,9292847
293086,356391
9292847,356391
11410879,10641895
8018256,1148401
8018256,946778
8018256,3272933
8018256,1183501
1148401,946778
1148401,3272933
1148401,1183501
946778,3272933
946778,1183501
3272933,1183501
96658,31351
446954,2739624
13769523,7466638
13769523,7634394
7466638,7634394
8069344,6819693
8359259,12120461
8741728,10851942
774842,7973420
12154135,7399387
6554710,6008814
11596725,941373
11596725,11589225
941373,11589225
11331426,8075411
6118155,6162724
6118155,11413979
6162724,11413979
10497395,2181611
1533966,8066570
9935306,3707126
3178440,13008323
13123956,13123955
6840376,9537543
11116285,11153284
1524371,6909542
1524371,1713896
6909542,1713896
6737166,12294455
3764735,9001118
1374072,9613154
2564954,2382863
1738110,9632833
11118779,3986324
8071135,13785364
11901297,7208274
9911727,3673709
6816489,13586681
6057919,6150323
6057919,734148
6150323,734148
9092123,9341079
9092123,9290983
9341079,9290983
9768728,3545961
11285908,11213386
11796509,11683251
11796509,11767223
11683251,11767223
972331,8493367
857974,859222
12491418,12763838
3779026,8917556
570255,5930561
1428141,11299428
1428141,1744811
11299428,1744811
12157526,8049176
3623441,14078047
967277,5888102
3257225,11892118
3257225,12521690
11892118,12521690
7212329,10138133
3692934,13283985
3692934,12317052
13283985,12317052
3336081,9726471
13756912,7304109
3812035,8891564
13395522,10316991
8534076,12007050
2125590,1696687
10368115,13072706
10368115,8871458
13072706,8871458
11658208,11107293
12719546,13540698
12719546,13625461
13540698,13625461
446565,13103940
8080689,3694633
10043288,10598548
6532195,13794847
9736324,9847024
971396,7861332
1977093,12105760
12854978,9775601
11700607,11717486
8898687,3792810
6164257,11832540
6164257,10625448
11832540,10625448
7178453,533263
3211302,9864338
2985379,6893149
11067654,11075015
3726842,9809969
3726842,9198122
9809969,9198122
6797891,13094593
10386678,6951708
7330417,278706
9784601,3228298
11112236,1441485
11112236,11034554
1441485,11034554
6475258,1488077
7604224,6377800
7604224,7986119
6377800,7986119
3823274,8993443
13676238,11883047
6694978,13002155
3773900,3811537
10985979,2750932
11470772,10215675
11470772,9443303
10215675,9443303
10700764,2995016
10700764,2535429
10700764,10756550
2995016,2535429
2995016,10756550
2535429,10756550
2207378,10576177
8564392,12125158
8271678,6500256
10667243,611011
54854,98083
12829007,5863577
12829007,12715538
12829007,3713045
5863577,12715538
5863577,3713045
12715538,3713045
10588761,2125287
10588761,10444451
2125287,10444451
11838404,968171
11838404,1132869
968171,1132869
10933778,1379498
7438611,12515528
11565102,6891605
11565102,5862533
6891605,5862533
12493103,9570737
9842014,8777892
10317458,12641903
8380819,1448872
9956966,13119369
8695897,6456243
6044890,1371028
301519,9120025
10583799,9435458
10583799,14079437
9435458,14079437
3795934,8908980
240860,13037199
240860,14078127
240860,10357894
13037199,14078127
13037199,10357894
14078127,10357894
10961769,6247661
8558052,7001496
6440860,8325872
6440860,7479490
8325872,7479490
6845682,6835378
6845682,2135109
6845682,9041396
6835378,2135109
6835378,9041396
2135109,9041396
11216632,1682028
7632035,4085876
13516351,3759914
464777,632940
3327952,9479256
7631249,11997546
619416,13499849
943314,7479516
12715359,13621130
12715359,12921423
13621130,12921423
7003217,2007791
1470869,1448998
6830764,13104451
6830764,13161391
13104451,13161391
10038840,2225058
9683383,9729635
9683383,3264149
9729635,3264149
11561170,8797229
7753936,13723300
2878074,338635
13544343,12536284
3760070,9020170
13515448,3189505
6087541,6002908
3176764,2451253
8342298,1131678
8342298,12777641
1131678,12777641
3075690,6336957
8327063,12187342
475040,1791504
3900284,4171743
6596725,1712125
1764234,13317126
10463719,10522743
10463719,10600897
10463719,8914579
10463719,8909536
10522743,10600897
10522743,8914579
10522743,8909536
10600897,8914579
10600897,8909536
8914579,8909536
9301078,4183244
12137286,12021773
12137286,10417310
12021773,10417310
12124286,8331010
4003470,3936911
4003470,3826934
3936911,3826934
10788660,4053850
6063585,6568978
6063585,6065042
6568978,6065042
2212994,10476566
2212994,10341546
10476566,10341546
573334,8661363
6716607,9381007
166944,1433927
2723606,2066534
10177221,10598309
6755369,6657009
6755369,13515231
6657009,13515231
682929,6112520
1144133,7884483
8536075,8464582
6778687,11913118
6024883,10627623
12754632,6793186
12754632,7036324
6793186,7036324
3556787,2378216
3556787,9108653
2378216,9108653
3552683,9844348
3695672,6305423
12109544,11953438
12174602,2758798
6795296,3319995
12802944,10201596
2461386,13723012
13128938,6783917
13466872,382190
8772052,10381133
615797,9682033
615797,656573
9682033,656573
1674273,905008
3099119,3948151
1988728,13537250
8801171,11368377
1490155,7022648
1490155,7082720
7022648,7082720
13258151,3372209
13258151,3273553
3372209,3273553
7194034,3806673
10020143,10580096
8537787,984576
8537787,8016291
984576,8016291
2663719,2614269
11296666,8569706
11296666,10837534
8569706,10837534
7707442,11997821
13421076,9177139
1401386,12090501
12607308,10184185
9250145,10386175
9250145,7726699
9250145,12287842
10386175,7726699
10386175,12287842
7726699,12287842
2257595,9468594
7835006,8710047
1949547,7758447
5885755,189747
1399965,3477635
9748552,3254008
6938707,2166169
8438831,189431
8438831,199726
189431,199726
8000770,3992765
8000770,6376559
3992765,6376559
6430888,12768669
8328369,7090739
12651579,9381346
7716249,7972638
3672329,9861971
2893363,2396335
2893363,2960573
2396335,2960573
14144398,1597194
2711284,9316054
6788846,14075903
11637169,8065908
499515,6145046
6112012,7186718
6507475,13140689
6507475,12676928
13140689,12676928
11253186,8029095
9217501,9111856
9217501,9046619
9111856,9046619
13542516,1743048
13542516,13267520
1743048,13267520
3343390,3381101
3343390,13135016
3381101,13135016
12019301,8257212
1059252,305904
13995126,121049
7719878,8620744
6729847,12368275
6729847,6615626
6729847,12647801
12368275,6615626
12368275,12647801
6615626,12647801
12561570,3567721
13170159,3692973
13170159,222340
3692973,222340
1885488,10457944
9982687,13135811
9982687,167227
13135811,167227
12736797,1089911
2115197,2235839
6318159,1452262
6318159,983235
1452262,983235
7302411,6505075
714828,872666
521006,1190503
7198429,10320132
7198429,10495465
10320132,10495465
1131252,8170155
7368190,12102962
13253119,9667135
13277585,1717707
13171144,12759007
13171144,13274796
12759007,13274796
13130849,6328574
12310285,6649902
8000668,949837
1068236,8570013
1068236,8370910
8570013,8370910
11614986,8149131
8101125,13714771
12914016,7991105
6787816,11463227
517143,9844538
517143,9779450
9844538,9779450
8427179,7445715
3667081,9799622
9380230,9518716
13224290,3620179
304579,10186647
1320062,10578795
1320062,3086988
1320062,1322722
10578795,3086988
10578795,1322722
3086988,1322722
9526046,3138553
8413447,6601858
11012562,10831205
9728760,3490579
8703745,935492
8263460,13516912
10806806,2929683
10806806,10735083
10806806,2869749
2929683,10735083
2929683,2869749
10735083,2869749
6284216,2284240
936894,13532310
936894,13088618
13532310,13088618
7717868,8070480
7717868,7471029
8070480,7471029
9652213,8821854
13034541,11710822
13034541,11702377
13034541,3244981
11710822,11702377
11710822,3244981
11702377,3244981
240726,9109966
1130322,8095843
1130322,8018818
8095843,8018818
12603628,6763232
7790156,7353373
7067696,7287728
6756192,13028618
2131323,13635060
2131323,10066646
13635060,10066646
2017474,7445725
2740827,10115813
844536,8340293
7653608,4112339
12936328,10106324
12936328,10115678
10106324,10115678
13229416,1766732
11973233,9793333
2003048,1999432
1433907,113497
8605798,779878
8605798,10185786
779878,10185786
1074014,11237167
1016538,291904
1016538,13755305
291904,13755305
11805472,6313862
203150,10746155
3734563,3910940
3171536,12292006
3171536,7987260
12292006,7987260
10702645,2853207
10702645,2958731
2853207,2958731
10701961,2883785
4147835,3974735
7967263,12254454
7967263,3304615
12254454,3304615
285155,9243014
9578809,10938387
9578809,2090347
10938387,2090347
2190674,2116183
2190674,13532043
2116183,13532043
2728184,2667651
1156892,11366770
880028,7066579
2878510,10678938
3458001,13510714
6493375,8644315
6493375,6407995
8644315,6407995
6793564,1821306
6793564,284343
1821306,284343
1695489,3398775
1239494,1287743
8510521,13025214
1691127,9726589
1078710,7422699
9935166,11769321
