pair_id	id1	id2	label	split
138	8222055	1145388	1.0	train
139	8222055	8695761	1.0	train
140	1145388	8695761	1.0	train
141	9554387	8380376	1.0	train
142	9554387	9237811	1.0	train
143	8380376	9237811	1.0	train
144	9430019	478005	1.0	train
146	13146712	3390504	1.0	train
147	615209	11317535	1.0	train
149	494343	7178163	1.0	train
151	2733271	12294479	1.0	train
154	94392	9631110	1.0	train
156	12687191	12383998	1.0	train
159	9700262	187386	1.0	train
160	6741413	6803005	1.0	train
161	6741413	6694171	1.0	train
162	6803005	6694171	1.0	train
163	3385128	13023356	1.0	train
166	6337002	1686049	1.0	train
167	2065533	329837	1.0	train
169	6686660	3718511	1.0	test
172	2007920	9843612	1.0	train
174	115655	9713830	1.0	train
175	12193367	12506881	1.0	train
178	10489794	12302267	1.0	train
181	8248962	8690505	1.0	train
186	12544032	1718553	1.0	test
191	9803199	10319794	1.0	train
195	9155755	1683677	1.0	train
198	10009403	9976890	1.0	train
199	6968040	10550095	1.0	train
200	9269681	9554390	1.0	train
202	12106397	7601478	1.0	train
203	2633166	2563821	1.0	train
204	6947717	13782164	1.0	val
205	9627357	10184587	1.0	train
211	13818490	13810118	1.0	train
212	13818490	13881431	1.0	train
213	13810118	13881431	1.0	train
214	12628793	1694165	1.0	train
216	309215	2874784	1.0	train
218	12846229	13742275	1.0	train
219	12846229	13028786	1.0	train
220	13742275	13028786	1.0	train
221	5899493	11469402	1.0	train
222	5899493	5861449	1.0	train
223	11469402	5861449	1.0	train
225	10179287	6824833	1.0	train
227	12857232	983369	1.0	train
229	2222944	10560557	1.0	train
230	2222944	10078449	1.0	train
233	10560557	10078449	1.0	train
235	7468582	12291982	1.0	train
239	7774733	13097441	1.0	train
241	7272593	830486	1.0	train
242	9841190	3744443	1.0	train
243	8663305	7342566	1.0	train
244	8663305	8080839	1.0	train
245	7342566	8080839	1.0	train
246	6863991	5888938	1.0	val
248	2626947	2629895	1.0	train
252	9007289	9003342	1.0	train
255	10576813	13241517	1.0	val
259	9583426	9537915	1.0	train
260	221004	10124532	1.0	train
262	13542645	724673	1.0	train
264	13148592	8909405	1.0	train
265	13148592	3186166	1.0	train
268	8909405	3186166	1.0	train
269	13785693	7085810	1.0	train
270	13785693	7066643	1.0	train
271	7085810	7066643	1.0	train
274	472247	7526507	1.0	train
275	1946901	7250433	1.0	test
276	8650315	7620042	1.0	train
277	13229826	12315976	1.0	train
278	12139310	8420518	1.0	train
279	1894613	2970290	1.0	train
280	1894613	12738582	1.0	train
281	2970290	12738582	1.0	train
282	12528503	13083914	1.0	train
283	12528503	13547679	1.0	train
284	12528503	12921358	1.0	train
285	12528503	12820302	1.0	train
286	13083914	13547679	1.0	train
287	13083914	12921358	1.0	train
288	13083914	12820302	1.0	train
289	13547679	12921358	1.0	train
290	13547679	12820302	1.0	train
291	12921358	12820302	1.0	train
293	7285270	7289212	1.0	train
294	7285270	7251055	1.0	train
295	7289212	7251055	1.0	train
296	12852243	13133287	1.0	train
297	12852243	10975982	1.0	train
298	13133287	10975982	1.0	train
301	1702629	1725407	1.0	train
305	790813	7041022	1.0	test
307	2557785	8802815	1.0	train
309	8413111	8330978	1.0	train
310	8413111	7504798	1.0	train
311	8330978	7504798	1.0	train
313	164309	3621638	1.0	train
314	2920571	7471554	1.0	train
317	11917140	7693580	1.0	train
318	11917140	8351087	1.0	train
319	7693580	8351087	1.0	train
322	3554022	9850886	1.0	train
323	1983736	6568518	1.0	train
324	1983736	8376656	1.0	train
325	6568518	8376656	1.0	train
327	12079254	1017576	1.0	train
330	12390337	3693802	1.0	train
335	11617515	10216465	1.0	train
337	2621680	12727572	1.0	train
340	7784512	3176892	1.0	train
345	13688446	3395450	1.0	test
352	13838324	13394580	1.0	train
353	6785210	13559230	1.0	train
355	9660454	11975302	1.0	train
357	13483674	7447002	1.0	train
360	6907181	3229220	1.0	train
362	8952665	8897766	1.0	val
364	13659423	9022297	1.0	train
367	10267222	10170736	1.0	train
368	3335986	13015724	1.0	train
369	13521956	12724985	1.0	train
370	13521956	13347990	1.0	train
371	12724985	13347990	1.0	train
372	14048147	3811129	1.0	train
373	13536100	3232470	1.0	train
374	13536100	12508429	1.0	train
375	3232470	12508429	1.0	train
376	441898	2806574	1.0	train
377	9842572	13219341	1.0	train
378	423624	647385	1.0	train
381	10520838	947456	1.0	train
383	6857538	1049292	1.0	val
386	3904931	3904927	1.0	train
389	12360658	6201274	1.0	test
390	7020723	1045330	1.0	train
396	652904	6115154	1.0	train
400	2695287	7783415	1.0	train
401	8528109	8505853	1.0	train
403	8528109	7708994	1.0	train
405	8505853	7708994	1.0	train
409	3623533	2420048	1.0	train
411	8267676	6341534	1.0	train
413	3570119	4168278	1.0	train
415	468951	11815601	1.0	train
416	468951	674107	1.0	train
417	11815601	674107	1.0	train
418	3839559	11420615	1.0	train
421	13617535	3284863	1.0	train
423	11261776	2174511	1.0	test
425	11670317	3927542	1.0	train
426	11670317	3096327	1.0	train
427	11670317	4112454	1.0	train
428	3927542	3096327	1.0	train
429	3927542	4112454	1.0	train
430	3096327	4112454	1.0	train
431	11401604	1951967	1.0	train
439	1102141	11598617	1.0	train
441	6895294	12042583	1.0	val
442	6749252	6724085	1.0	train
443	6749252	5894293	1.0	train
444	6724085	5894293	1.0	train
448	7757336	11263250	1.0	train
450	10973484	10401729	1.0	train
451	10973484	10988860	1.0	train
454	10401729	10988860	1.0	train
455	14116486	12331902	1.0	train
461	7955799	8173653	1.0	train
462	7955799	8332953	1.0	train
463	8173653	8332953	1.0	train
465	7082495	8428365	1.0	train
466	9362652	13205206	1.0	train
467	694266	674067	1.0	test
470	6587255	11707590	1.0	train
471	3545118	806845	1.0	train
473	8897674	3816088	1.0	test
475	9490548	12638109	1.0	train
476	1632272	7643576	1.0	test
478	7224106	7192475	1.0	train
479	7224106	7219592	1.0	train
480	7192475	7219592	1.0	train
483	6964685	6955234	1.0	train
484	11691467	2173848	1.0	train
486	10310297	6996257	1.0	train
487	1143397	6616462	1.0	train
489	3216216	9804147	1.0	train
490	13931264	13819528	1.0	train
491	13500590	12763207	1.0	train
493	13263109	11082022	1.0	train
497	7573414	8611810	1.0	train
500	7236276	844436	1.0	train
503	3698274	12306541	1.0	train
507	2596409	2370727	1.0	val
511	1287082	904904	1.0	test
512	7061919	7089763	1.0	train
515	10735451	8735916	1.0	train
517	7506421	8783573	1.0	train
519	12648899	6738935	1.0	train
522	10141184	2071523	1.0	train
524	4094530	13510691	1.0	train
525	13047523	9890670	1.0	train
526	6302144	621714	1.0	train
527	8276363	8056798	1.0	train
528	9833473	15124	1.0	train
529	8673849	9840383	1.0	train
530	8673849	6308303	1.0	train
531	8673849	6350740	1.0	train
532	9840383	6308303	1.0	train
533	9840383	6350740	1.0	train
534	6308303	6350740	1.0	train
538	13045031	12341265	1.0	train
540	6108259	768243	1.0	train
541	6108259	11821688	1.0	train
544	768243	11821688	1.0	train
545	3895748	13144488	1.0	train
550	3297763	9736429	1.0	train
551	12531114	8006416	1.0	train
552	9123314	377032	1.0	train
553	9123314	9173654	1.0	train
554	377032	9173654	1.0	train
556	9777726	201748	1.0	train
557	7411000	11225167	1.0	test
562	2226833	3666021	1.0	train
563	9304250	12403445	1.0	train
564	9304250	10592234	1.0	train
565	12403445	10592234	1.0	train
566	13726843	3047054	1.0	train
567	13726843	3048448	1.0	train
568	3047054	3048448	1.0	train
570	10859729	596905	1.0	train
571	3831011	3835713	1.0	train
572	854247	7265664	1.0	train
573	854247	7265665	1.0	train
574	854247	925784	1.0	train
575	7265664	7265665	1.0	train
576	7265664	925784	1.0	train
577	7265665	925784	1.0	train
579	883607	8726939	1.0	val
584	4179185	4169659	1.0	train
585	4179185	2977076	1.0	train
586	4179185	2968550	1.0	train
587	4169659	2977076	1.0	train
588	4169659	2968550	1.0	train
589	2977076	2968550	1.0	train
592	2556472	2611468	1.0	train
593	13159913	13599304	1.0	train
594	6532662	610042	1.0	train
599	2195861	10024725	1.0	train
600	722966	811879	1.0	val
601	6349068	1189644	1.0	train
602	3154210	14047036	1.0	test
605	3322215	12652957	1.0	train
610	12708215	6622435	1.0	train
611	12339219	3248097	1.0	train
612	12339219	9870073	1.0	train
614	3248097	9870073	1.0	train
617	10678031	7757613	1.0	train
618	10678031	11367987	1.0	train
619	7757613	11367987	1.0	train
620	9706797	9705395	1.0	train
621	9706797	91147	1.0	train
622	9705395	91147	1.0	train
623	2868443	3034312	1.0	train
624	12282234	3547725	1.0	train
628	6199157	6200427	1.0	train
629	9334980	3130335	1.0	train
630	9334980	10172202	1.0	train
631	9334980	3142597	1.0	train
632	3130335	10172202	1.0	train
633	3130335	3142597	1.0	train
634	10172202	3142597	1.0	train
637	3212154	3373161	1.0	train
639	7397417	13543288	1.0	test
641	7397417	9841834	1.0	test
643	13543288	9841834	1.0	test
645	6434989	6439790	1.0	train
646	6434989	6439783	1.0	train
647	6439790	6439783	1.0	train
650	9150719	9269275	1.0	train
651	9150719	9089075	1.0	train
652	9269275	9089075	1.0	train
654	10339747	13138863	1.0	train
656	2666562	2038708	1.0	train
657	8562592	2846074	1.0	train
658	1170524	13729665	1.0	train
659	10969654	10996010	1.0	train
662	8314162	12722768	1.0	train
665	9633412	1123843	1.0	train
667	9318088	3381190	1.0	val
670	9730514	8257382	1.0	train
671	9730514	9635821	1.0	train
672	8257382	9635821	1.0	train
673	578029	6141305	1.0	train
679	12142080	11647353	1.0	train
680	12631997	695094	1.0	train
681	12631997	3348953	1.0	train
682	695094	3348953	1.0	train
683	6850087	8809524	1.0	train
685	1856627	1866055	1.0	train
686	1225315	13724615	1.0	train
689	9784069	12657535	1.0	train
690	1489387	7051743	1.0	test
692	7046491	4012198	1.0	train
695	10305124	1424015	1.0	train
697	9934133	9654711	1.0	train
698	9934133	9863980	1.0	train
699	9654711	9863980	1.0	train
703	10570538	13359913	1.0	test
704	7889414	8574597	1.0	train
705	7889414	8043090	1.0	train
706	8574597	8043090	1.0	train
707	12529786	2399512	1.0	train
708	1109660	7400091	1.0	train
711	7737664	58133	1.0	val
713	2376763	10952178	1.0	train
716	11345758	10580603	1.0	train
720	12930826	7768628	1.0	val
721	12503444	9331610	1.0	train
725	12551248	5937743	1.0	test
729	8403701	2688158	1.0	train
731	932884	8432249	1.0	train
733	8540149	2995613	1.0	train
736	3888599	11059765	1.0	train
737	11204201	11226252	1.0	train
738	2922358	2840617	1.0	train
740	3258009	12923272	1.0	train
742	13142403	12369254	1.0	train
743	13142403	2248566	1.0	train
744	12369254	2248566	1.0	train
745	13936057	9060337	1.0	train
746	13936057	407650	1.0	train
747	9060337	407650	1.0	train
748	7960451	4004389	1.0	train
749	3245020	12766404	1.0	train
750	6256363	324219	1.0	train
753	13127166	6672730	1.0	train
754	2272126	10341258	1.0	val
755	9947083	3679288	1.0	train
756	13170868	3201382	1.0	train
757	13170868	9421884	1.0	train
760	13170868	10583505	1.0	train
761	3201382	9421884	1.0	train
764	3201382	10583505	1.0	train
767	9421884	10583505	1.0	train
772	1181113	11602873	1.0	train
773	1059265	6067988	1.0	train
774	6546429	4016699	1.0	train
775	9217500	13850689	1.0	train
777	12554909	3398730	1.0	train
778	13911374	13852394	1.0	train
780	7395057	8318834	1.0	val
782	2631550	2437367	1.0	train
784	1951981	11828266	1.0	train
788	3720925	9935994	1.0	train
790	10513000	10038424	1.0	train
791	9907254	3299591	1.0	train
792	9907254	6764751	1.0	train
793	3299591	6764751	1.0	train
794	9637282	2728073	1.0	test
795	12397053	8915595	1.0	train
796	10454379	9797957	1.0	train
797	10454379	1145368	1.0	train
798	9797957	1145368	1.0	train
802	12538295	3872103	1.0	train
804	3571262	9631495	1.0	train
805	7104919	8342272	1.0	train
806	13514882	3277706	1.0	train
813	9603118	2164783	1.0	train
815	13546071	6518489	1.0	train
816	13546071	3706756	1.0	train
817	6518489	3706756	1.0	train
819	6142517	693440	1.0	train
820	6142517	747919	1.0	train
821	6142517	741401	1.0	train
822	693440	747919	1.0	train
823	693440	741401	1.0	train
824	747919	741401	1.0	train
825	6097593	3708943	1.0	train
826	13272815	9107370	1.0	train
830	3116749	11487328	1.0	train
831	1088837	7854672	1.0	train
833	8748023	378722	1.0	train
836	6791258	8833994	1.0	test
838	6417309	11343524	1.0	train
839	3164207	9604647	1.0	train
841	11468759	10378132	1.0	train
842	11468759	520429	1.0	train
843	11468759	9338139	1.0	train
844	11468759	9221807	1.0	train
845	10378132	520429	1.0	train
846	10378132	9338139	1.0	train
847	10378132	9221807	1.0	train
848	520429	9338139	1.0	train
849	520429	9221807	1.0	train
850	9338139	9221807	1.0	train
851	8436438	868586	1.0	train
852	2016822	12387480	1.0	train
856	8791647	2326773	1.0	train
858	6579338	3974558	1.0	train
863	600539	7096727	1.0	train
865	2451363	13153396	1.0	train
867	6639248	9222263	1.0	train
875	2061673	11910115	1.0	train
876	2061673	9147373	1.0	train
877	11910115	9147373	1.0	train
878	8898608	12739020	1.0	train
880	8898608	12671499	1.0	train
882	12739020	12671499	1.0	train
884	6543115	11401863	1.0	train
885	6543115	9086038	1.0	train
886	11401863	9086038	1.0	train
888	498422	718580	1.0	train
889	13062600	9356688	1.0	train
893	6784826	13390625	1.0	train
895	9219468	13464062	1.0	train
896	3572131	8509208	1.0	train
897	454816	6086089	1.0	train
898	12523623	1078873	1.0	train
900	6420267	11995146	1.0	train
901	6420267	7701334	1.0	train
903	11995146	7701334	1.0	train
907	12654720	8660627	1.0	train
911	919067	11379760	1.0	train
914	12366377	3673035	1.0	train
917	1802521	1275901	1.0	train
920	13392372	13019678	1.0	test
922	2440076	6252999	1.0	train
923	2440076	2693410	1.0	train
924	6252999	2693410	1.0	train
925	11387235	8604325	1.0	train
927	536912	8290295	1.0	train
930	10058517	11172455	1.0	train
932	8885825	2420675	1.0	val
933	3555513	12822491	1.0	train
936	7342937	13855498	1.0	train
937	143593	9899585	1.0	train
938	6291505	6285447	1.0	train
942	13555753	12836602	1.0	train
943	9699074	3241543	1.0	train
944	1742965	9932594	1.0	train
945	1742965	9667486	1.0	train
946	9932594	9667486	1.0	train
947	14143736	6518580	1.0	train
948	2970908	10764040	1.0	train
950	9522965	13969232	1.0	train
952	3982524	8281036	1.0	val
953	3982524	8101015	1.0	val
955	8281036	8101015	1.0	val
958	8387590	9214903	1.0	train
959	6990505	10452101	1.0	train
960	6967972	2255092	1.0	val
961	7314856	13785890	1.0	train
963	9724426	3275514	1.0	train
964	9724426	3528493	1.0	train
967	3275514	3528493	1.0	train
968	1970758	11455241	1.0	train
969	7455438	7978354	1.0	train
976	10689420	319798	1.0	train
977	2681135	2397360	1.0	test
978	2681135	2455508	1.0	test
980	2397360	2455508	1.0	test
984	2983932	11251091	1.0	train
987	3145550	10176488	1.0	train
989	3282338	13036250	1.0	val
993	3390117	1430702	1.0	train
995	1892668	9160274	1.0	train
996	4004859	11396866	1.0	train
1000	8556844	7777643	1.0	train
1001	7950680	858484	1.0	train
1002	9818635	12721354	1.0	train
1005	9818635	6788962	1.0	train
1008	12721354	6788962	1.0	train
1012	1429892	11564318	1.0	train
1013	13786593	741260	1.0	train
1015	11579391	1164736	1.0	train
1016	11579391	11628018	1.0	train
1019	1164736	11628018	1.0	train
1022	6614729	13908026	1.0	val
1024	186655	11136648	1.0	train
1025	1989828	2006687	1.0	train
1029	7447602	562493	1.0	train
1030	5873317	8806052	1.0	train
1031	5873317	8862889	1.0	train
1032	5873317	3940126	1.0	train
1033	8806052	8862889	1.0	train
1034	8806052	3940126	1.0	train
1035	8862889	3940126	1.0	train
1036	10363523	10062003	1.0	train
1038	2944356	10724697	1.0	train
1039	2944356	3988242	1.0	train
1040	10724697	3988242	1.0	train
1041	429997	436424	1.0	train
1042	2931354	3714591	1.0	train
1043	14143959	2876302	1.0	train
1044	14182849	3915480	1.0	val
1048	13786245	1212393	1.0	train
1050	3344078	2476129	1.0	train
1051	12713493	6721001	1.0	train
1052	3013036	2931701	1.0	train
1053	10166995	9094433	1.0	train
1056	13660284	13649930	1.0	train
1057	13660284	13645865	1.0	train
1058	13649930	13645865	1.0	train
1059	9001440	10088670	1.0	train
1060	10986908	2393804	1.0	train
1061	6859643	2279134	1.0	train
1062	6859643	6851806	1.0	train
1063	2279134	6851806	1.0	train
1065	13189749	163405	1.0	train
1066	14090426	8940892	1.0	train
1069	3337233	6445751	1.0	train
1070	9729903	13176126	1.0	train
1071	136854	9268181	1.0	train
1072	9355262	10177452	1.0	train
1073	1829676	1491167	1.0	train
1075	5875538	6718122	1.0	train
1078	9520361	7363266	1.0	train
1079	12740573	6791173	1.0	train
1080	2688674	6785446	1.0	train
1081	9545507	6894695	1.0	train
1082	9545507	10169593	1.0	train
1083	6894695	10169593	1.0	train
1084	10656972	2994004	1.0	train
1085	3841118	4168043	1.0	train
1086	1049091	6331515	1.0	train
1087	1049091	3381791	1.0	train
1088	1049091	1387715	1.0	train
1089	1049091	6836052	1.0	train
1090	1049091	9746723	1.0	train
1091	6331515	3381791	1.0	train
1092	6331515	1387715	1.0	train
1093	6331515	6836052	1.0	train
1094	6331515	9746723	1.0	train
1095	3381791	1387715	1.0	train
1096	3381791	6836052	1.0	train
1097	3381791	9746723	1.0	train
1098	1387715	6836052	1.0	train
1099	1387715	9746723	1.0	train
1100	6836052	9746723	1.0	train
1102	9442646	9578762	1.0	train
1103	2598582	3336315	1.0	train
1104	2598582	12299918	1.0	train
1105	2598582	2717425	1.0	train
1106	3336315	12299918	1.0	train
1107	3336315	2717425	1.0	train
1108	12299918	2717425	1.0	train
1110	5842	118672	1.0	train
1111	3944597	3102272	1.0	train
1112	3944597	1760680	1.0	train
1113	3102272	1760680	1.0	train
1117	11915880	7753781	1.0	train
1118	9160181	3352781	1.0	train
1119	9160181	12754893	1.0	train
1120	9160181	6618836	1.0	train
1121	3352781	12754893	1.0	train
1122	3352781	6618836	1.0	train
1123	12754893	6618836	1.0	train
1125	11809818	5949123	1.0	test
1126	9172445	322220	1.0	train
1127	6323183	8702244	1.0	train
1128	12626512	10413165	1.0	test
1129	12011951	7889334	1.0	train
1133	10572292	12525218	1.0	train
1134	6741346	6731787	1.0	train
1136	6757020	13086993	1.0	test
1137	8662330	1527029	1.0	train
1138	911940	13800926	1.0	train
1139	8909498	3769495	1.0	train
1141	408637	5980381	1.0	train
1145	6065862	8428284	1.0	val
1146	9422717	9525341	1.0	train
1148	357735	8777941	1.0	train
1149	10325470	2816214	1.0	train
1150	3384726	13792242	1.0	train
1155	10063410	10036768	1.0	train
1158	11421294	2807472	1.0	train
1159	8597133	11989536	1.0	train
1161	10142699	1293262	1.0	train
1163	7313999	7240139	1.0	train
1164	7759516	3567591	1.0	train
1165	281212	6581983	1.0	train
1170	3174960	3736640	1.0	train
1171	3174960	3242317	1.0	train
1172	3736640	3242317	1.0	train
1173	9285163	336911	1.0	train
1174	65659	9778300	1.0	train
1178	6242028	10539537	1.0	train
1182	10289591	10538854	1.0	train
1184	8230282	7998017	1.0	train
1186	13896872	9732512	1.0	train
1190	9267608	363535	1.0	val
1195	8667078	71664	1.0	train
1196	12518653	6831728	1.0	train
1197	6236812	6264155	1.0	train
1198	6236812	2728393	1.0	train
1199	6264155	2728393	1.0	train
1200	10756537	1683121	1.0	train
1203	9295644	13478094	1.0	train
1204	9180801	6280732	1.0	train
1207	6502428	13264424	1.0	train
1208	6502428	11762414	1.0	train
1209	13264424	11762414	1.0	train
1211	2881614	2964374	1.0	train
1212	2881614	11729483	1.0	train
1213	2964374	11729483	1.0	train
1214	12191267	7910555	1.0	train
1215	11469328	5901732	1.0	train
1216	9429639	3372709	1.0	test
1219	1183603	8410930	1.0	train
1220	12169622	7611070	1.0	train
1221	2751680	9128712	1.0	train
1222	14144687	12951999	1.0	train
1224	12964688	9976751	1.0	train
1227	2413236	6874906	1.0	train
1228	2413236	3714397	1.0	train
1229	2413236	10973225	1.0	train
1230	2413236	2717205	1.0	train
1231	6874906	3714397	1.0	train
1232	6874906	10973225	1.0	train
1233	6874906	2717205	1.0	train
1234	3714397	10973225	1.0	train
1235	3714397	2717205	1.0	train
1236	10973225	2717205	1.0	train
1237	10492433	10346120	1.0	train
1238	12913193	3699742	1.0	train
1241	10174241	301569	1.0	train
1242	10764730	13214813	1.0	train
1243	10764730	2942923	1.0	train
1244	13214813	2942923	1.0	train
1246	2048983	2103411	1.0	test
1250	13803581	3144446	1.0	val
1252	6823005	12497968	1.0	train
1254	13547328	3547411	1.0	train
1257	7436324	6307297	1.0	train
1258	7436324	7681506	1.0	train
1259	6307297	7681506	1.0	train
1261	7207780	10037021	1.0	train
1265	2044876	2165550	1.0	train
1266	339353	254660	1.0	train
1272	2699063	8775325	1.0	train
1274	2699063	2552578	1.0	train
1277	8775325	2552578	1.0	train
1280	10318016	10988519	1.0	val
1289	3322736	9360463	1.0	train
1290	3322736	8538948	1.0	train
1291	3322736	9198356	1.0	train
1292	9360463	8538948	1.0	train
1293	9360463	9198356	1.0	train
1294	8538948	9198356	1.0	train
1297	13884766	13033178	1.0	train
1300	10001380	114400	1.0	train
1301	9593096	1367530	1.0	train
1302	9593096	2244246	1.0	train
1303	1367530	2244246	1.0	train
1307	9314561	6617209	1.0	train
1309	11764094	12378715	1.0	train
1310	10466305	14073902	1.0	train
1311	7679767	12129141	1.0	train
1312	8714164	7297111	1.0	train
1313	11051199	4007904	1.0	train
1314	6792371	12725160	1.0	train
1316	8002474	12832039	1.0	train
1317	6411887	13714669	1.0	train
1318	7221920	10596473	1.0	train
1320	12438042	13275034	1.0	train
1323	10568566	10383959	1.0	train
1327	7938158	12092700	1.0	train
1328	11756322	14153856	1.0	train
1332	2316180	12540654	1.0	train
1333	3383319	9799974	1.0	train
1334	2439331	2406626	1.0	train
1335	2439331	3288588	1.0	train
1336	2406626	3288588	1.0	train
1338	2958759	11213578	1.0	train
1339	2696293	2018817	1.0	train
1340	6540003	536482	1.0	train
1341	12222741	12549728	1.0	train
1344	3327455	9678251	1.0	test
1346	3724152	2049614	1.0	train
1349	997075	12155018	1.0	train
1350	8979177	6607118	1.0	train
1351	13936101	13872302	1.0	val
1352	13936101	13865185	1.0	val
1353	13872302	13865185	1.0	val
1355	8372238	8071539	1.0	train
1359	13152514	69174	1.0	test
1360	1018401	1055104	1.0	val
1364	13906554	13544578	1.0	train
1365	12699645	13241822	1.0	val
1368	12945817	3292452	1.0	train
1369	13926628	13615347	1.0	test
1370	11973793	8226584	1.0	train
1371	12955490	13688950	1.0	train
1372	9381826	12500071	1.0	train
1376	305179	9087574	1.0	train
1378	9981765	11795658	1.0	train
1380	5906535	337361	1.0	train
1383	1541782	7068752	1.0	train
1384	7983419	8017628	1.0	train
1385	7983419	7868258	1.0	train
1386	8017628	7868258	1.0	train
1387	4185621	8625021	1.0	train
1388	178764	146828	1.0	train
1391	6496510	6412687	1.0	train
1395	12718888	13922354	1.0	train
1396	7483633	10144084	1.0	train
1398	13909658	2609271	1.0	train
1401	9265188	9338746	1.0	train
1402	9265188	9288678	1.0	train
1403	9338746	9288678	1.0	train
1404	561088	658433	1.0	train
1405	561088	563963	1.0	train
1406	658433	563963	1.0	train
1409	13744135	53464	1.0	test
1412	10799261	8755389	1.0	train
1417	13527009	937734	1.0	train
1418	13527009	8671292	1.0	train
1419	937734	8671292	1.0	train
1420	9087708	9159951	1.0	train
1421	2925872	11240532	1.0	train
1422	2197374	10238998	1.0	train
1423	11311004	977025	1.0	train
1424	11311004	1084453	1.0	train
1425	977025	1084453	1.0	train
1426	3692423	697052	1.0	val
1427	2746371	10095009	1.0	train
1428	1650708	12125515	1.0	train
1435	8427221	8254303	1.0	test
1438	6917175	13281520	1.0	train
1439	6917175	13327924	1.0	train
1440	6917175	12535760	1.0	train
1441	6917175	12833426	1.0	train
1446	13281520	13327924	1.0	train
1447	13281520	12535760	1.0	train
1448	13281520	12833426	1.0	train
1449	13327924	12535760	1.0	train
1450	13327924	12833426	1.0	train
1451	12535760	12833426	1.0	train
1452	8462359	6375850	1.0	train
1454	12113057	7034622	1.0	val
1457	12023160	11947607	1.0	train
1459	3754466	8979089	1.0	train
1461	6904784	7664617	1.0	train
1466	3340423	13269824	1.0	train
1470	692430	13771014	1.0	train
1472	692430	919306	1.0	train
1474	13771014	919306	1.0	train
1476	11319229	9463876	1.0	train
1478	8219484	6465133	1.0	train
1479	6044122	6155402	1.0	train
1480	3734715	12857539	1.0	train
1482	13040675	10298979	1.0	train
1483	3202533	3691852	1.0	train
1484	9086696	6746329	1.0	val
1487	8793036	9358029	1.0	val
1490	6031689	649704	1.0	train
1491	3953716	4007946	1.0	train
1492	12714311	3490521	1.0	train
1493	2658648	10988244	1.0	train
1494	10316096	10521484	1.0	train
1495	1325106	9310982	1.0	train
1497	1325106	9591413	1.0	train
1499	9310982	9591413	1.0	train
1503	3598127	1747105	1.0	train
1504	3138469	9434637	1.0	train
1508	6645830	9341273	1.0	train
1509	9779225	4112877	1.0	train
1512	12486402	5895614	1.0	train
1513	12486402	10385361	1.0	train
1514	5895614	10385361	1.0	train
1516	7183893	808475	1.0	train
1517	10582221	6285350	1.0	train
1518	10582221	6291357	1.0	train
1519	6285350	6291357	1.0	train
1522	3246262	11928373	1.0	train
1524	8760098	10865200	1.0	train
1527	2697558	5843315	1.0	train
1531	13239780	10566505	1.0	train
1534	7947218	11942458	1.0	train
1535	3729232	13557811	1.0	train
1536	3729232	9263821	1.0	train
1537	13557811	9263821	1.0	train
1538	8874901	2275284	1.0	train
1539	6660192	13561101	1.0	train
